gs_id	entrez
Other	54494
Other	51501
Other	119710
Other	79703
Other	220042
Other	790955
Other	144097
Other	283129
Other	90488
Other	91298
Other	80763
Other	57102
Other	283461
Other	64897
Other	60673
Other	121053
Other	79794
Other	57103
Other	144535
Other	115749
Other	144608
Other	91574
Other	144577
Other	387856
Other	728568
Other	387882
Other	11161
Other	55017
Other	56967
Other	84520
Other	80017
Other	51637
Other	283579
Other	122525
Other	145407
Other	317761
Other	283643
Other	60686
Other	283687
Other	348110
Other	100526783
Other	56905
Other	123207
Other	84529
Other	400359
Other	90416
Other	145853
Other	146325
Other	84326
Other	89927
Other	123775
Other	730094
Other	283897
Other	64755
Other	80178
Other	57020
Other	80262
Other	146562
Other	29035
Other	404550
Other	29105
Other	388272
Other	283951
Other	90835
Other	100506581
Other	388327
Other	256302
Other	284071
Other	100130311
Other	124944
Other	339263
Other	78995
Other	284018
Other	54785
Other	79415
Other	339210
Other	80233
Other	64149
Other	55028
Other	55421
Other	284184
Other	100170841
Other	400566
Other	100141515
Other	147339
Other	497661
Other	642597
Other	29919
Other	56005
Other	83636
Other	55009
Other	148223
Other	255057
Other	64073
Other	374872
Other	255809
Other	91442
Other	79002
Other	84167
Other	126526
Other	90580
Other	28974
Other	148137
Other	79173
Other	199675
Other	55049
Other	55337
Other	100170765
Other	125988
Other	55150
Other	284422
Other	10438
Other	56913
Other	29071
Other	257044
Other	55765
Other	54955
Other	55732
Other	79762
Other	79098
Other	127687
Other	54987
Other	128061
Other	54991
Other	128346
Other	284498
Other	126695
Other	127254
Other	339448
Other	84886
Other	81563
Other	148898
Other	400793
Other	339541
Other	643988
Other	54953
Other	79169
Other	25912
Other	79078
Other	148523
Other	148423
Other	388722
Other	79630
Other	54964
Other	57035
Other	148304
Other	112770
Other	199990
Other	375057
Other	708
Other	165257
Other	338761
Other	114897
Other	114899
Other	114904
Other	717
Other	140688
Other	128653
Other	25943
Other	79025
Other	149840
Other	284756
Other	55969
Other	54976
Other	140680
Other	84996
Other	755
Other	8209
Other	54067
Other	54058
Other	56683
Other	84536
Other	114043
Other	54149
Other	84645
Other	55267
Other	79680
Other	348645
Other	25966
Other	26005
Other	388125
Other	9847
Other	54980
Other	60526
Other	80304
Other	51614
Other	79074
Other	388969
Other	205327
Other	339778
Other	130355
Other	84281
Other	718
Other	719
Other	57415
Other	25871
Other	51161
Other	285315
Other	285237
Other	79669
Other	152078
Other	205428
Other	200844
Other	285382
Other	401089
Other	401097
Other	55286
Other	55345
Other	255119
Other	152816
Other	54969
Other	80167
Other	401152
Other	132720
Other	132321
Other	132989
Other	201725
Other	441054
Other	401115
Other	56951
Other	55322
Other	134553
Other	202299
Other	64417
Other	90355
Other	375444
Other	65250
Other	51149
Other	285636
Other	63920
Other	116349
Other	133874
Other	401207
Other	221491
Other	64771
Other	387263
Other	221545
Other	154386
Other	51250
Other	79624
Other	221416
Other	80739
Other	57827
Other	50854
Other	347744
Other	135154
Other	81688
Other	221477
Other	100130967
Other	100506380
Other	79020
Other	79034
Other	136895
Other	55262
Other	78996
Other	84310
Other	154791
Other	100996928
Other	154743
Other	79846
Other	285941
Other	733
Other	65265
Other	157657
Other	56260
Other	203111
Other	157773
Other	541565
Other	401466
Other	84933
Other	414919
Other	51490
Other	138162
Other	138255
Other	286257
Other	51531
Other	79095
Other	375791
Other	84909
Other	85026
Other	55071
Other	138199
Other	257169
Other	84267
Other	90120
Other	203228
Other	51759
Other	138241
Other	84270
Other	11092
Other	203197
Other	169436
Other	759
Other	770
Other	377677
Other	760
Other	761
Other	11238
Other	766
Other	767
