gene	gm12878	hela	huvec	nhek	k562
TTC22	2	0	0	1	1
DHCR24	2	2	1	1	1
TMEM61	0	1	2	1	0
PCSK9	0	1	1	2	2
USP24	2	1	1	1	2
PRKAA2	0	2	1	2	2
C1orf168	1	0	0	0	0
DAB1	2	0	0	1	0
OMA1	1	1	1	1	2
TACSTD2	0	1	1	1	0
MYSM1	1	1	1	1	2
JUN	1	1	1	1	2
FGGY	1	1	1	1	2
HOOK1	2	2	0	1	2
CYP2J2	2	0	1	2	2
KCNAB2;NPHP4	1	1	1	2	1
NFIA	2	1	2	1	1
TM2D1	2	2	1	1	1
RPL22	1	2	1	2	1
RNF207	2	2	2	2	1
L1TD1	0	0	0	2	0
KANK4	0	0	0	2	0
ICMT	1	2	1	2	1
USP1	2	2	1	2	2
HES3	0	2	0	0	0
DOCK7	2	2	2	1	1
GPR153	2	1	1	2	1
ATG4C	2	2	1	1	2
FOXD3	2	2	2	2	2
ALG6	1	1	2	1	2
EFCAB7;ITGB3BP	1	1	2	1	2
PGM1	1	1	2	1	1
ROR1	0	1	2	1	2
ACOT7	1	2	1	2	1
HES2	2	2	1	2	0
ESPN	1	0	2	2	1
TNFRSF25	2	0	1	0	1
RAVER2	0	1	1	1	1
JAK1	2	1	1	1	1
AK4	2	1	1	1	1
DNAJC6	2	1	1	1	1
PLEKHG5	2	2	1	2	1
LEPR;LEPROT	2	1	1	1	1
NOL9	1	2	1	2	1
PDE4B	1	2	1	1	1
ZBTB48	1	2	1	2	1
KLHL21	2	2	1	2	1
PHF13	1	2	1	2	1
THAP3	1	2	1	2	1
SGIP1	0	0	2	0	1
TCTEX1D1	0	0	2	0	1
MIER1;WDR78	1	2	2	1	1
SLC35D1	2	1	1	1	1
DNAJC11	1	1	1	2	1
IL23R	2	0	0	0	2
IL12RB2	0	0	1	1	2
SERBP1	2	1	1	1	1
GADD45A	2	1	1	1	2
GNG12	2	1	1	1	2
CAMTA1	1	1	1	2	1
DIRAS3	0	0	1	0	1
WLS	0	1	1	1	2
DEPDC1	2	1	1	1	2
LRRC7	2	0	0	0	2
LRRC40;SRSF11	2	1	2	1	1
ANKRD13C;HHLA3	2	1	1	2	1
CTH	2	1	1	1	1
PTGER3	0	0	0	2	1
ZRANB2	2	1	2	1	2
NEGR1	2	2	1	2	2
FPGT;FPGT-TNNI3K;LRRIQ3	2	2	1	2	1
TNNI3K	2	2	2	2	1
CRYZ;TYW3	2	2	2	2	2
LHX8	2	2	2	2	2
ACADM	2	2	2	2	2
RABGGTB	2	2	2	2	2
MSH4	2	0	0	0	1
ST6GALNAC3	2	0	2	1	1
ST6GALNAC5	2	0	0	0	0
PIGK	2	1	1	2	1
AK5	2	1	1	0	1
ZZZ3	2	1	1	1	2
USP33	2	1	1	1	2
FAM73A	2	2	1	1	2
VAMP3	2	2	2	1	2
NEXN	0	0	1	1	2
DNAJB4;FUBP1	1	1	1	1	1
GIPC2	0	0	1	1	2
PTGFR	0	2	1	1	0
IFI44L	2	2	2	2	2
UTS2	0	2	0	0	1
IFI44	2	2	2	1	2
TNFRSF9	1	2	2	1	1
PARK7	2	1	2	1	1
ERRFI1	2	1	2	1	1
SLC45A1	2	0	2	1	0
TTLL7	0	2	2	1	1
PRKACB	2	1	1	2	1
SAMD13	0	1	2	0	1
RPF1	1	1	2	1	1
GNG5	1	1	2	1	1
CTBS	1	1	1	1	1
SSX2IP	1	1	2	1	1
LPAR3	0	0	0	1	0
MCOLN2	1	1	0	1	0
MCOLN3	1	0	0	1	0
WDR63	1	1	1	1	0
SYDE2	0	1	1	2	1
C1orf52	1	1	1	1	1
BCL10	1	1	1	1	1
SAMD11	0	1	0	0	0
DDAH1;CYR61	1	1	1	1	1
ZNHIT6	2	1	1	1	1
COL24A1	1	0	0	2	2
ODF2L	1	2	2	2	1
CLCA2	0	2	0	2	0
CLCA1	0	0	0	0	1
CLCA4	0	2	0	1	0
SH3GLB1	1	2	1	2	1
HS2ST1;SEP15	1	1	1	2	1
LMO4	1	1	1	1	1
RERE	1	1	2	1	2
KLHL17;NOC2L	1	1	1	1	1
PKN2	1	1	1	2	1
ENO1	2	2	2	2	1
GTF2B	1	1	1	0	1
RBMXL1	1	1	1	2	1
GBP3	1	1	1	1	1
GBP1	1	1	1	2	1
GBP2	1	1	1	1	1
GBP4	1	1	1	0	1
GBP5	1	2	0	0	1
GBP6	1	0	0	1	0
LRRC8B	1	1	1	1	1
PLEKHN1	1	1	1	1	1
CA6	0	0	0	1	0
LRRC8C	1	1	1	1	1
LRRC8D	1	1	1	1	1
ZNF326	1	1	1	1	1
BARHL2	2	2	2	2	2
SLC2A5	1	2	0	0	2
ZNF644	1	2	2	1	2
GPR157	1	2	1	1	1
CDC7	1	2	1	2	1
TGFBR3	1	2	1	2	2
EPHX4	0	2	1	2	2
BTBD8	1	2	1	2	1
GLMN;RPAP2	1	2	1	2	1
H6PD	1	2	1	2	1
GFI1	1	2	2	2	1
HES4	1	1	1	1	1
EVI5	0	1	1	2	1
RPL5	1	1	2	2	1
FAM69A	1	1	2	1	1
SPSB1	1	2	1	1	1
MTF2	1	1	1	2	1
CCDC18;TMED5	1	1	1	1	1
DR1	1	1	1	1	1
FNBP1L	0	1	1	1	1
ISG15	1	1	1	1	1
BCAR3	1	1	1	1	1
DNTTIP2	1	1	1	1	1
GCLM	1	1	1	1	1
ARHGAP29	1	2	1	1	2
ABCD3	1	1	1	1	1
AGRN	1	1	1	1	1
F3	0	2	1	1	1
SLC44A3	0	2	1	1	1
CNN3	2	2	1	1	1
ALG14	2	2	1	1	1
TMEM56	0	1	1	2	1
RWDD3	2	2	1	1	1
SLC25A33	1	1	2	1	1
TMEM201	1	1	1	1	2
PIK3CD	1	0	1	1	2
PTBP2	2	2	2	2	2
DPYD	1	1	1	1	1
CLSTN1	1	1	2	1	1
SNX7	1	1	1	2	2
CTNNBIP1	1	1	2	1	2
ANKEF1	2	1	1	1	1
SNAP25	1	2	1	0	0
MKKS;SLX4IP	1	1	1	2	1
JAG1	1	2	1	1	1
PSMF1	2	1	1	1	2
BTBD3	1	1	1	1	1
DEFB126	0	0	0	2	0
RAD21L1	0	0	1	1	2
SNPH	2	2	1	1	2
SPTLC3	0	2	2	2	2
SDCBP2	1	1	1	2	1
TASP1	2	2	2	2	1
FKBP1A	1	1	1	2	1
ESF1;NDUFAF5	2	2	2	2	2
MACROD2	2	2	2	2	2
FLRT3	2	2	2	2	1
NSFL1C	1	1	1	2	2
SIRPB2	0	0	1	0	2
SIRPB1	1	0	1	2	1
SIRPG	1	0	0	0	0
KIF16B	1	1	1	1	1
SNRPB2	2	2	1	1	1
PCSK2	0	0	0	2	0
BFSP1	1	1	1	1	2
DSTN	1	1	1	1	2
RRBP1	1	1	1	1	2
MGME1;SNX5	1	1	1	1	2
OVOL2	0	0	0	1	0
PET117	1	1	1	1	1
ZNF133	1	1	1	1	1
DZANK1;POLR3F	1	2	1	1	1
RBBP9	1	2	2	2	2
SEC23B	1	2	2	2	1
DTD1	1	2	1	1	1
SIRPA	1	1	1	2	1
SLC24A3	0	0	0	1	2
RIN2	1	2	1	2	0
NAA20	1	2	1	2	1
INSM1	2	2	2	2	2
RALGAPA2	1	2	2	2	1
STK35	1	1	1	2	1
XRN2	1	2	2	2	1
NKX2-4	2	2	2	2	2
NKX2-2	2	2	2	2	2
PAX1	2	2	2	2	2
FOXA2	2	2	2	1	1
TGM3	0	0	0	2	0
THBD	0	0	1	2	1
CD93	1	0	1	0	1
NXT1	1	1	1	2	1
GZF1	1	1	1	2	1
NAPB	1	1	1	2	1
CST3	2	2	1	2	1
CST4	0	0	2	0	0
CST1	0	0	2	0	0
CST2	0	2	0	0	0
SYNDIG1	0	2	0	1	0
SNRPB	2	1	1	2	1
CST7	1	0	0	0	1
APMAP	2	2	1	1	1
ZNF343	2	1	1	2	1
ACSS1	1	0	1	1	1
VSX1	2	2	2	2	2
ENTPD6	1	2	2	1	1
PYGB	1	2	1	1	1
ABHD12	1	2	1	1	1
GINS1	2	1	2	1	1
NINL	0	2	1	1	1
NANP	2	2	2	2	1
ZNF337	1	2	2	1	1
NOP56	1	2	1	2	1
IDH3B	2	1	1	2	1
EBF4	0	0	1	1	1
C20orf96;ZCCHC3	1	1	1	1	1
CPXM1	2	0	1	0	1
C20orf141;TMEM239	0	1	0	0	1
PCED1A;VPS16	2	1	1	1	1
PTPRA	2	1	1	1	1
SOX12	1	1	1	1	1
REM1	0	0	1	0	1
HM13	1	1	1	2	1
ID1	1	1	1	1	1
MRPS26	2	1	1	1	1
BCL2L1	1	1	1	1	1
TPX2	1	1	1	2	1
FOXS1	0	1	1	0	0
DUSP15;TTLL9	1	1	1	2	0
PDRG1	1	1	1	2	1
XKR7	1	0	0	2	0
CCM2L	0	0	1	0	0
HCK	1	0	0	0	1
TM9SF4	1	1	1	2	1
PLAGL2;POFUT1	1	1	1	2	1
KIF3B	2	1	1	2	1
ASXL1	1	1	1	2	1
COMMD7	2	2	2	2	1
DNMT3B	2	2	1	2	1
FASTKD5;UBOX5	1	1	1	1	1
MAPRE1	2	2	2	2	1
LZTS3	2	1	1	1	1
DDRGK1;ITPA	1	1	1	1	1
CDK5RAP1	1	2	1	1	2
NRSN2	1	1	1	1	2
SNTA1	1	1	1	1	2
CBFA2T2	1	2	1	1	1
SLC4A11	1	1	1	1	1
NECAB3	1	2	1	1	2
E2F1	1	2	2	1	2
PXMP4	1	1	1	1	2
ZNF341	1	2	1	1	2
CHMP4B	1	1	1	1	2
RALY	1	1	1	1	1
EIF2S2	2	1	1	1	1
AHCY	1	1	1	1	1
ITCH	1	1	1	1	1
DYNLRB1	1	1	1	2	1
MAP1LC3A	1	1	1	2	1
PIGU	1	1	1	2	1
TP53INP2	1	1	1	2	1
NCOA6	1	1	1	2	1
ACSS2	1	1	1	1	1
GSS	1	1	1	1	1
TRPC4AP	1	1	1	1	2
EDEM2	1	1	1	1	1
PROCR	1	1	1	1	1
C20orf194	1	1	1	1	1
MMP24	0	1	2	0	0
EIF6	1	1	1	1	1
FAM83C	0	0	0	1	0
UQCC1	1	1	1	1	1
CEP250;GDF5	1	1	1	1	1
ERGIC3	1	1	1	1	1
SPAG4	1	1	1	0	1
CPNE1;RBM12	1	1	1	1	1
NFS1;ROMO1	1	1	1	1	1
RBM39	1	1	1	1	1
PHF20	1	1	1	1	1
ATRN	1	1	1	1	1
SCAND1	1	1	1	1	1
EPB41L1	1	1	1	1	1
AAR2	1	1	1	1	1
DLGAP4	1	1	1	2	1
MYL9	1	1	2	2	2
TGIF2;TGIF2-C20orf24	1	1	2	2	1
C20orf24	1	1	1	2	2
SLA2	1	0	0	0	2
NDRG3	1	1	2	2	1
DSN1	1	1	2	2	1
SOGA1	1	1	2	2	1
TLDC2	1	0	0	2	2
SAMHD1	1	1	2	2	1
RBL1	1	1	1	2	1
MROH8;RPN2	1	1	1	2	1
MANBAL	1	1	1	2	1
SRC	1	1	1	1	1
TRIB3	1	1	1	1	2
NNAT	0	0	1	1	0
BLCAP	1	1	1	1	1
CTNNBL1	1	1	1	1	1
VSTM2L	1	0	0	1	0
RPRD1B;TTI1	1	1	1	1	1
TGM2	1	1	2	1	1
KIAA1755	0	0	1	1	0
BPI	0	0	0	0	2
HSPA12B	0	0	1	0	0
RALGAPB	1	1	1	1	1
ARHGAP40	0	0	1	1	0
SLC32A1	0	2	0	0	1
ACTR5	1	2	1	1	1
C20orf27	1	1	1	2	1
PPP1R16B	1	2	1	0	1
FAM83D	1	2	1	1	1
DHX35	1	1	1	1	1
CDC25B;CENPB;SPEF1	1	1	1	2	1
RBCK1	1	1	1	1	1
AP5S1	2	1	1	1	1
MAVS	1	1	1	1	1
PANK2	1	1	1	1	1
MAFB	1	1	1	1	2
TOP1	1	1	1	2	1
PLCG1	1	1	1	1	1
RNF24	1	1	1	2	1
ZHX3	1	1	1	2	1
LPIN3	1	1	1	2	1
CHD6	1	2	2	1	1
SMOX	1	1	1	2	1
SRSF6	1	1	1	1	2
L3MBTL1	1	1	1	1	1
ADRA1D	0	0	1	2	0
IFT52	1	2	1	1	1
MYBL2	1	2	1	1	2
TOX2	1	1	1	1	2
JPH2	0	1	0	1	0
OSER1	1	1	1	1	1
FITM2	1	1	1	1	1
HNF4A	2	1	2	2	2
TTPAL	1	1	1	1	1
SERINC3	1	1	1	1	1
PKIG	1	1	1	1	1
ADA	1	1	1	1	1
WISP2	0	1	0	0	1
KCNK15	0	2	0	2	2
RIMS4	1	1	0	1	0
YWHAB	1	1	1	1	1
PABPC1L	1	1	1	1	1
TOMM34	1	1	1	1	1
STK4	1	1	1	1	1
KCNS1	0	0	0	2	0
WFDC5	1	0	0	2	0
WFDC12	0	1	0	2	0
PI3	0	1	0	1	0
SLPI	0	1	0	2	2
MATN4	0	1	0	0	0
SDC4	2	1	2	1	2
SYS1	2	1	2	1	2
TBC1D20	1	1	1	1	2
DBNDD2	2	1	1	2	2
PIGT	1	1	1	1	2
WFDC2	2	0	0	1	0
WFDC8	0	0	0	2	0
DNTTIP1;WFDC3	1	1	1	2	2
UBE2C	1	1	2	1	2
SNX21	1	1	1	2	2
ACOT8;ZSWIM3	1	1	1	1	2
ZSWIM1	1	1	1	1	1
CTSA;NEURL2	1	1	1	2	1
PLTP	1	2	1	2	1
PCIF1	1	1	1	1	1
ZNF335	1	1	1	1	1
MMP9	1	1	0	1	0
SLC12A5	1	1	1	1	1
NCOA5	1	1	1	1	1
CD40	1	2	1	1	1
CDH22	0	1	0	0	1
SLC35C2	1	1	1	2	1
ELMO2	1	1	1	2	1
ZNF334	1	1	1	1	1
OCSTAMP	0	0	0	0	2
TP53RK	1	1	1	1	1
SLC2A10	0	2	1	0	1
EYA2	2	0	0	0	0
ZMYND8	1	1	1	1	1
NCOA3	1	1	1	1	1
SULF2	1	0	1	1	0
PRNP	1	1	1	2	1
PRND	0	0	1	0	0
PREX1	1	1	1	1	2
ARFGEF2	1	1	1	1	2
CSE1L	1	1	1	1	2
DDX27;STAU1	1	1	1	1	1
ZNFX1	1	1	1	1	1
RASSF2	1	2	1	0	1
PTGIS	1	1	1	0	1
B4GALT5	1	1	1	1	1
SLC9A8	1	2	1	1	1
SPATA2	1	1	1	1	1
RNF114	1	1	1	1	1
SNAI1	1	1	1	1	1
UBE2V1	1	1	1	1	1
TMEM189;TMEM189-UBE2V1	1	1	1	1	1
CEBPB	1	1	1	1	2
PTPN1	1	1	1	1	2
FAM65C	0	0	0	0	2
PARD6B	1	1	1	1	2
BCAS4	1	1	1	2	2
ADNP	1	1	1	1	2
DPM1;MOCS3	1	2	1	1	2
KCNG1	0	2	1	2	2
SLC23A2	1	1	1	2	1
NFATC2	2	2	1	0	1
ATP9A	0	2	1	1	2
SALL4	1	2	1	2	0
ZFP64	2	2	1	1	2
TMEM230	1	1	1	2	1
CDS2;PCNA	1	1	1	1	1
TSHZ2	2	2	0	1	0
CSNK2A1	1	1	1	1	1
ZNF217	1	1	1	1	1
CYP24A1	0	2	0	1	0
PFDN4	1	1	1	1	1
DOK5	1	0	2	0	0
FAM210B	2	2	1	1	2
AURKA;CSTF1	2	2	1	1	2
CASS4	2	0	0	0	2
RTFDC1	1	1	1	1	2
TFAP2C	2	2	1	1	2
BMP7	0	0	0	1	0
GPCPD1	2	1	1	1	1
RAE1	1	1	1	1	1
MTRNR2L3	1	1	1	1	1
RBM38	1	1	1	2	1
CTCFL	0	0	2	0	1
PCK1	0	1	0	0	1
ZBP1	1	0	0	0	0
PMEPA1	1	1	1	1	0
PPP4R1L;RAB22A	2	1	1	2	2
VAPB	2	1	1	1	2
APCDD1L	0	0	0	2	0
STX16	1	1	1	1	1
NPEPL1	1	1	1	1	2
C20orf196	2	1	1	1	1
GNAS	2	1	1	1	1
NELFCD	2	1	1	1	1
CTSZ	2	1	1	1	1
TUBB1	0	0	0	0	1
ATP5E	2	1	1	1	1
PHACTR3	1	0	0	0	0
FAM217B;SYCP2	2	2	2	2	2
PPP1R3D	2	2	2	2	1
C20orf197	2	0	0	2	1
CHGB	0	0	1	1	1
TCF15	0	0	1	0	1
MCM8;TRMT6	2	1	1	1	1
CRLS1	2	1	1	1	1
CDH4	0	0	2	2	1
LRRN4	0	1	0	1	1
TAF4	1	1	1	1	2
LSM14B	1	1	1	1	2
PSMA7;SS18L1	1	1	1	1	2
MTG2	1	1	1	1	1
HRH3	0	0	0	1	0
OSBPL2	1	1	1	1	1
ADRM1	1	1	1	1	1
LAMA5	1	1	1	1	1
RPS21	1	1	1	1	1
CABLES2	1	1	1	1	1
FERMT1	1	1	1	1	1
RBBP8NL	0	0	0	1	0
GATA5	2	2	2	2	1
SLCO4A1	1	1	1	1	1
NTSR1	0	0	1	1	0
MRGBP	1	1	1	1	1
OGFR	1	1	1	1	1
COL9A3	0	0	1	0	2
TCFL5	1	1	1	1	1
DIDO1;GID8	1	1	1	2	1
SLC17A9	1	0	1	0	1
BHLHE23	2	2	2	2	2
YTHDF1	1	1	1	2	2
BIRC7	1	1	0	0	1
ARFGAP1	1	1	1	2	1
COL20A1	0	0	0	0	2
KCNQ2	2	1	0	0	2
EEF1A2	2	1	1	1	1
PPDPF	1	1	1	2	1
PTK6	1	1	0	1	1
SRMS	0	1	0	1	0
C20orf195	1	1	1	1	2
GMEB2	1	1	1	1	1
RTEL1;STMN3	1	1	1	1	1
TNFRSF6B	2	1	1	1	1
ARFRP1;ZGPAT	1	1	1	1	1
LIME1	1	0	0	0	1
SLC2A4RG	1	1	1	2	1
ZBTB46	1	1	1	1	1
TPD52L2	1	1	1	1	1
DNAJC5	1	1	1	1	1
UCKL1	1	1	1	1	1
ZNF512B	1	1	1	1	1
PRPF6;SAMD10	1	1	1	1	1
SOX18;TCEA2	1	1	1	1	1
OPRL1;RGS19	1	1	1	1	1
PCMTD2	1	1	1	1	1
SRXN1	1	1	1	1	1
SCRT2	1	2	2	2	2
BMP2	1	2	2	2	2
SLC52A3	0	1	0	1	2
TMX4	1	2	1	1	1
FAM110A	1	1	1	1	1
PLCB1	1	2	1	2	1
ANGPT4	0	0	0	0	1
PLCB4	0	2	2	1	1
RSPO4	0	0	0	1	0
PAK7	0	2	0	2	0
TPTE	0	0	0	0	2
LIPI;RBM11	1	0	0	2	2
HSPA13	1	2	2	2	2
SAMSN1	1	2	2	0	2
NRIP1	1	2	2	2	2
USP25	1	2	1	2	2
CXADR	1	2	1	2	1
BTG3	1	2	2	2	1
C21orf91	1	2	2	2	1
CHODL	0	0	0	2	0
TMPRSS15	0	1	0	0	0
NCAM2	0	2	2	0	2
MRPL39	1	1	1	2	2
JAM2	1	1	1	0	1
ATP5J;GABPA	1	1	1	2	1
APP	1	1	1	2	1
CYYR1	0	0	2	1	2
ADAMTS1	0	1	2	1	1
ADAMTS5	0	1	0	0	1
N6AMT1	1	1	2	2	1
LTN1	1	1	2	2	1
RWDD2B;USP16	1	1	2	2	1
CCT8;MAP3K7CL	1	1	2	2	1
BACH1	1	1	2	1	1
GRIK1	0	0	0	0	1
CLDN8	0	0	0	2	0
KRTAP13-2	0	1	0	0	0
KRTAP19-1	0	1	0	1	0
KRTAP19-5	0	1	0	0	0
TIAM1	1	1	2	2	1
SOD1	1	1	1	2	1
SCAF4	2	1	2	2	1
HUNK	0	0	0	2	0
MIS18A	2	1	1	1	2
URB1	2	1	1	1	2
EVA1C	0	1	2	1	2
TCP10L	2	1	0	0	2
C21orf59	2	1	1	1	2
SYNJ1	2	1	1	1	2
PAXBP1	2	1	2	1	2
OLIG2	1	1	2	2	2
OLIG1	1	2	2	2	2
IFNAR2	1	1	1	1	2
IL10RB	1	1	1	1	1
IFNAR1	1	1	1	1	1
IFNGR2	1	1	1	1	2
TMEM50B	1	1	1	1	1
DNAJC28	1	1	1	1	1
GART;SON	1	1	1	1	1
DONSON	1	1	1	1	1
CRYZL1;ITSN1	1	1	1	1	2
ATP5O	2	1	1	1	1
MRPS6;SLC5A3	1	1	2	1	1
KCNE1	0	1	0	1	1
RCAN1	2	1	1	1	1
RUNX1	1	1	1	2	1
SETD4	2	1	1	2	1
CBR1	1	1	2	2	1
CBR3	2	1	2	2	1
DOPEY2	1	1	2	2	1
MORC3	2	1	2	2	1
CHAF1B	2	1	2	2	1
CLDN14	2	0	2	0	0
SIM2	0	1	0	0	0
HLCS	2	1	1	1	1
RIPPLY3	0	1	0	1	1
PIGP;TTC3	1	1	1	1	1
DSCR3	1	1	1	1	1
DYRK1A	1	1	1	1	1
KCNJ6	0	0	1	0	1
DSCR4;DSCR8	1	0	0	0	2
KCNJ15	2	0	1	1	0
ERG	2	1	1	2	1
ETS2	1	1	1	1	1
PSMG1	1	1	1	1	1
BRWD1	1	1	2	1	1
HMGN1	1	1	2	1	1
WRB	1	1	2	1	1
LCA5L;SH3BGR	1	1	2	1	1
PCP4	0	1	0	0	0
DSCAM	0	0	2	1	0
BACE2	2	1	1	2	1
MX2	1	1	2	2	1
MX1	1	1	2	2	2
RIPK4	1	1	0	2	0
PRDM15	1	1	2	2	2
C2CD2	1	1	2	2	1
ZBTB21	1	1	2	2	1
UMODL1	1	0	0	0	0
ABCG1	1	1	2	2	1
TFF3	0	0	1	0	0
TFF2	0	1	0	0	0
TFF1	0	1	0	0	1
TMPRSS3	0	1	0	0	0
UBASH3A	0	0	0	0	2
RSPH1;SLC37A1	1	1	1	1	1
PDE9A	1	1	1	1	1
WDR4	1	1	1	1	1
NDUFV3	1	1	1	1	1
PKNOX1	1	1	1	1	1
CBS	2	1	1	1	1
U2AF1	1	1	1	1	1
CRYAA	0	1	0	1	0
SIK1	2	1	1	1	1
HSF2BP;RRP1B	1	1	1	1	1
PDXK	1	1	1	1	1
CSTB	1	1	1	1	1
RRP1	1	1	1	1	1
AGPAT3	2	1	1	1	1
TRAPPC10	1	1	1	1	1
PWP2	1	1	1	1	1
C21orf33	2	1	1	1	1
ICOSLG	1	1	1	1	1
DNMT3L	0	1	0	0	0
AIRE	2	2	2	2	2
PFKL	1	1	1	1	1
C21orf2	2	1	1	1	1
TRPM2	0	1	0	0	1
LRRC3	0	1	1	1	1
KRTAP10-9	0	1	0	0	0
UBE2G2	1	1	1	2	1
SUMO3	1	1	1	1	1
PTTG1IP	1	1	1	1	1
ITGB2	1	1	2	1	1
FAM207A	2	1	1	1	1
ADARB1	1	1	1	1	1
POFUT2	1	1	1	1	1
COL18A1	0	1	1	1	1
SLC19A1	1	1	1	1	1
PCBP3	2	0	1	2	1
COL6A1	2	1	2	1	2
COL6A2	0	1	1	1	2
SPATC1L	2	1	2	1	1
LSS	2	1	2	2	1
MCM3AP;YBEY	2	1	1	1	1
C21orf58;PCNT	2	1	2	1	1
DIP2A	2	1	2	1	1
S100B	2	0	1	1	2
PRMT2	2	1	2	2	1
IL17RA	2	1	1	2	1
CECR6	0	0	1	2	1
CECR5	2	1	1	2	1
CECR1	1	0	1	2	1
CECR2	0	0	0	2	0
ATP6V1E1	1	2	1	2	1
BCL2L13	1	2	1	2	1
BID	1	1	1	2	1
MICAL3	1	1	1	2	1
PEX26	1	2	1	2	1
TUBA8	1	0	1	0	1
USP18	1	1	1	2	1
DGCR6	2	1	1	2	1
PRODH	2	1	0	2	0
DGCR2	1	1	1	2	2
DGCR14;GSC2	1	1	1	2	1
SLC25A1	1	1	1	2	1
CLTCL1	2	1	1	2	2
HIRA	1	1	1	2	1
C22orf39	1	1	0	0	0
CDC45;UFD1L	1	1	1	2	1
CLDN5	0	0	1	0	0
SEPT5	1	1	1	2	1
TBX1	2	2	2	2	2
C22orf29;GNB1L	1	1	1	2	1
COMT;TXNRD2	1	1	1	2	1
ARVCF;TANGO2	1	1	1	2	1
DGCR8	1	1	1	2	1
RANBP1;TRMT2A	1	1	1	1	1
ZDHHC8	1	1	1	2	1
RTN4R	0	1	1	2	1
DGCR6L	1	1	1	2	1
ZNF74	1	1	1	1	1
SCARF2	0	0	1	1	0
KLHL22	1	1	1	1	1
MED15	1	1	1	1	1
PI4KA;SNAP29	1	1	1	1	1
CRKL	1	1	1	1	1
LZTR1	1	1	1	1	1
THAP7	1	1	1	1	1
SLC7A4	0	0	0	2	0
HIC2	2	2	2	2	2
UBE2L3	1	2	1	2	2
YDJC;CCDC116	2	1	1	2	1
SDF2L1	2	1	1	2	2
PPIL2	2	2	1	2	2
YPEL1	2	2	1	2	2
MAPK1	2	2	1	2	1
PPM1F	1	1	1	2	2
TOP3B	1	2	1	2	1
VPREB1	0	0	0	0	2
ZNF280B	2	2	2	2	1
ZNF280A	0	2	2	0	1
PRAME	2	1	0	0	1
GNAZ	1	2	1	2	1
RAB36	1	0	1	2	1
BCR	1	2	1	2	1
IGLL1	0	0	0	0	1
VPREB3;ZNF70	1	1	1	2	1
CHCHD10;MMP11	1	1	1	2	1
SMARCB1	1	1	1	2	1
DERL3	1	1	1	2	1
SLC2A11	1	1	1	1	1
MIF	1	1	1	1	1
GSTT1	1	1	1	2	1
CABIN1	2	1	1	2	1
SUSD2	0	1	1	0	0
SPECC1L	1	1	1	2	1
ADORA2A	1	2	1	0	1
GUCD1;SNRPD3	1	1	1	1	1
GGT1	1	1	1	1	1
SGSM1	1	1	1	2	1
KIAA1671	2	2	2	1	0
CRYBB3	2	0	0	0	0
LRP5L	2	1	2	2	2
MYO18B	0	0	0	0	1
ASPHD2	2	2	1	2	1
HPS4;SRRD	2	1	1	2	2
TFIP11	2	1	1	2	1
TPST2	2	1	1	2	1
CRYBA4;CRYBB1	0	0	0	0	2
MN1	0	2	1	2	0
PITPNB	2	2	1	2	1
CHEK2;HSCB	2	2	2	2	1
CCDC117	2	2	1	2	1
XBP1	2	2	1	2	1
ZNRF3	2	2	1	2	1
KREMEN1	2	2	1	2	1
EMID1	2	2	1	0	1
EWSR1;RHBDD3	2	1	1	1	1
GAS2L1	2	1	1	1	1
RASL10A	0	0	1	0	1
AP1B1	1	1	1	1	1
NEFH	0	2	2	1	1
THOC5	1	1	1	1	1
NIPSNAP1	2	1	2	1	1
NF2	2	1	2	1	2
UQCR10;ZMAT5	2	1	1	1	1
ASCC2	1	1	2	1	1
MTMR3	1	1	1	1	1
LIF	1	1	1	1	1
OSM	1	0	0	0	1
GATSL3	1	1	1	1	1
TBC1D10A	1	1	1	1	1
CCDC157;SF3A1	1	1	1	1	1
RNF215	1	1	1	1	1
SEC14L2	1	1	1	1	1
MTFP1	1	1	1	1	1
SEC14L4	1	1	0	1	1
GAL3ST1	1	0	0	0	1
PES1;TCN2	1	1	1	1	1
SLC35E4	1	1	1	1	1
DUSP18	1	1	1	1	1
OSBP2	1	1	1	1	1
SMTN	2	1	1	1	1
SELM	2	1	2	1	1
INPP5J	0	1	1	1	2
PLA2G3	0	1	2	1	2
RNF185	1	1	2	1	1
LIMK2	1	1	2	1	1
PIK3IP1	2	1	2	1	1
PATZ1	2	1	2	2	1
DRG1	2	1	2	1	1
EIF4ENIF1	2	1	2	1	1
SFI1	1	1	2	2	1
PISD	2	1	2	1	1
DEPDC5;PRR14L	2	1	2	2	1
YWHAH	2	1	2	1	1
SLC5A1	0	0	0	2	0
RTCB	2	1	1	1	1
BPIFC	0	0	0	2	0
FBXO7	1	1	1	2	1
TIMP3	0	2	2	2	1
ISX	2	2	2	2	2
HMGXB4	2	1	1	2	1
TOM1	2	1	1	2	1
HMOX1	2	1	1	2	1
MCM5	2	1	1	2	1
RASD2	0	0	1	1	1
MB	0	1	0	0	2
APOL6	2	1	1	1	2
RBFOX2	2	1	1	1	1
APOL3	2	1	1	1	1
APOL4	2	0	0	0	0
APOL2	2	1	1	1	1
APOL1	2	1	1	1	1
MYH9	1	1	1	1	1
TXN2	1	1	1	1	1
FOXRED2	1	1	2	1	1
EIF3D	1	1	1	1	1
IFT27	1	1	2	1	1
PVALB	0	0	0	0	1
NCF4	1	0	0	0	1
