gene	gm12878	hela	huvec	nhek	k562
KRT27	0	0	0	2	0
KRT10;TMEM99	1	1	2	2	1
KRT12	0	0	0	0	2
KRT20	0	2	0	0	0
KRTAP3-2	0	1	0	0	0
KRTAP2-3	0	0	0	1	0
KRTAP4-12	0	0	0	1	0
KRT34	0	1	0	1	0
KRT31	0	0	0	1	0
KRT13	0	1	2	1	2
KRT15	0	2	2	1	1
KRT19	0	1	2	1	1
KRT14	0	1	0	1	0
KRT16	0	1	0	1	0
KRT17	2	2	0	1	0
EIF1	2	1	2	1	1
GAST	0	1	0	1	0
HAP1	0	2	0	1	2
JUP	1	1	1	1	1
FKBP10	1	1	2	1	1
NT5C3B	1	1	2	1	1
KLHL11	1	1	2	1	1
ACLY	1	1	1	1	1
CNP	1	1	1	1	1
DNAJC7;NKIRAS2	1	1	1	1	1
DHX58	1	1	1	1	1
KAT2A	1	1	1	1	1
RAB5C	1	1	1	1	1
KCNH4	1	0	0	0	0
GHDC	1	2	1	1	1
CYB5D2;ZZEF1	1	1	2	2	1
STAT5B	1	2	1	1	1
STAT5A	1	2	1	1	1
STAT3	1	2	2	1	1
PTRF	1	2	1	1	1
ATP6V0A1	1	1	1	2	1
NAGLU	1	1	2	2	1
COASY;MLX	1	1	1	1	1
PSMC3IP	1	2	1	2	1
FAM134C;TUBG1	1	1	1	1	1
TUBG2	1	1	1	2	2
PLEKHH3	1	1	1	1	1
CCR10;CNTNAP1	1	1	1	2	0
EZH1	1	1	1	2	1
RAMP2	2	0	1	1	0
VPS25	2	1	1	2	1
WNK4	0	0	1	2	1
COA3	2	1	1	2	1
BECN1	2	1	1	2	2
PSME3	1	1	1	2	2
AOC2	0	1	0	0	0
AARSD1	2	1	1	1	1
PTGES3L;PTGES3L-AARSD1;RUNDC1	2	1	2	1	1
IFI35;RPL27	2	1	2	1	1
VAT1;RND2	2	1	2	1	1
BRCA1	2	1	1	1	1
NBR1	1	1	2	2	1
TMEM106A	1	2	2	1	1
ARL4D	2	1	2	2	1
DHX8	1	1	2	1	1
ANKFY1	1	1	2	1	1
ETV4	2	1	1	2	1
MEOX1	2	2	2	2	2
SOST	0	1	0	2	0
DUSP3	2	1	2	2	1
MPP3	0	1	2	1	1
MPP2	0	1	1	2	1
NAGS	0	0	2	1	0
TMEM101	1	1	1	2	1
G6PC3;LSM12	1	1	2	1	1
HDAC5	1	1	1	2	1
C17orf53	1	1	1	2	1
ASB16	0	1	0	0	0
TMUB2	1	1	2	1	2
ATXN7L3	1	1	2	1	1
UBTF	1	1	2	1	1
SLC4A1	0	0	0	0	1
RUNDC3A	1	0	0	1	1
SLC25A39	1	1	2	1	1
GRN	1	1	1	2	2
FAM171A2	1	1	1	2	1
ITGA2B	0	1	2	1	2
GPATCH8	1	1	2	2	1
UBE2G1	1	1	2	1	1
FZD2	1	1	2	1	1
CCDC43	1	1	1	1	2
DBF4B	1	1	1	1	1
ADAM11	0	0	2	0	0
GJC1	1	1	1	1	1
HIGD1B	0	1	0	0	0
CCDC103;EFTUD2	2	1	1	1	1
GFAP	1	1	2	1	0
KIF18B	1	1	1	1	1
C1QL1	0	1	2	0	0
DCAKD;NMT1	1	1	1	1	1
ACBD4;PLCD3	1	1	1	1	1
HEXIM2	1	1	1	1	1
FMNL1	1	1	1	1	1
SPNS3	1	1	2	1	1
ARHGAP27	1	1	1	1	1
PLEKHM1	1	1	1	1	1
MAPT	2	2	1	2	1
SPNS2	0	1	2	1	1
KANSL1	2	2	2	2	2
MYBBP1A	1	1	2	1	1
GGT6	0	0	0	1	0
WNT3	0	0	0	2	0
WNT9B	0	1	0	0	1
GOSR2	1	1	1	1	1
RPRML	0	0	1	0	0
CDC27	1	1	1	1	1
MYL4	0	0	0	0	1
ITGB3	1	2	1	2	1
ALOX15	0	2	0	0	0
EFCAB13	1	1	1	2	1
NPEPPS	1	1	1	1	1
KPNB1	1	1	1	1	1
TBKBP1	1	1	1	1	1
TBX21	1	1	1	2	1
OSBPL7	1	1	1	1	1
LRRC46;MRPL10	1	1	1	2	1
SCRN2	1	1	1	2	1
SP6	0	1	2	2	1
SP2	1	1	1	2	1
PELP1	1	1	2	1	1
PNPO	1	1	1	2	1
PRR15L	0	1	0	2	0
CDK5RAP3	1	1	1	2	2
ARRB2	1	1	2	1	1
COPZ2	1	1	1	2	1
NFE2L1	1	1	1	1	1
CBX1	1	1	1	2	1
SNX11	1	1	1	2	1
MED11	1	1	2	1	1
CXCL16;ZMYND15	1	1	2	1	1
SKAP1	1	0	0	0	1
HOXB2	2	2	2	2	2
HOXB3;HOXB4	2	2	1	2	2
HOXB5	2	1	1	2	2
HOXB6;HOXB7	1	1	1	2	1
HOXB8	2	1	1	2	1
HOXB9	1	2	1	2	1
VMO1	0	0	2	0	0
HOXB13	2	2	2	2	2
PSMB6;GLTPD2	1	1	2	1	1
CALCOCO2	1	2	1	2	1
ATP5G1	1	1	1	2	1
UBE2Z	1	1	1	2	2
SNF8	1	1	1	2	1
IGF2BP1	1	1	1	0	1
PLD2	1	1	2	1	1
B4GALNT2	0	0	0	2	0
ABI3;GNGT2	1	0	1	0	1
MINK1	1	1	1	1	1
PHOSPHO1	2	1	1	2	1
ZNF652	2	1	1	1	1
PHB	1	1	1	2	1
NGFR	1	1	0	2	1
NXPH3	1	1	1	1	0
SPOP	1	1	1	1	1
SLC35B1	1	1	1	1	1
FAM117A	1	1	1	1	1
KAT7	1	1	1	1	1
C17orf107;CHRNE	0	0	2	1	2
DLX4	2	1	2	2	1
DLX3	2	1	2	1	1
ITGA3	1	1	1	1	1
PDK2	1	1	1	1	1
SAMD14	1	2	1	2	1
PPP1R9B	1	1	1	1	1
SGCA	1	1	0	0	0
COL1A1	1	1	1	1	2
GP1BA	2	0	0	0	2
TMEM92	1	1	1	1	1
RNF167;SLC25A11	1	1	2	1	1
XYLT2	1	1	2	1	1
EME1;MRPL27	2	1	1	2	1
LRRC59	2	1	1	1	1
ENO3;PFN1	1	1	1	1	1
ACSF2	2	1	2	1	1
RSAD1	1	1	1	1	1
MYCBPAP	1	2	1	1	1
EPN3	0	0	1	1	1
SPATA20	1	1	1	1	1
SPAG7	1	1	2	1	1
ABCC3	1	1	1	2	1
ANKRD40	1	1	1	2	1
LUC7L3	1	1	1	2	1
CAMTA2	1	1	2	1	1
TOB1	1	1	2	2	1
INCA1;KIF1C	1	1	2	1	1
SPAG9	1	1	1	2	1
NME1;NME1-NME2	1	1	1	2	1
NME2	2	1	1	2	1
SLC52A1	0	1	1	1	2
MBTD1;UTP18	2	1	1	2	1
ZFP3	1	1	1	1	1
ZNF232	1	1	1	1	1
CA10	0	0	0	2	0
ZNF594	1	1	1	1	1
SCIMP	1	0	0	0	0
RABEP1	1	1	1	2	2
TOM1L1	2	1	2	2	1
COX11;STXBP4	1	1	2	2	1
NUP88;RPAIN	2	2	1	2	2
HLF	2	1	2	2	1
C1QBP	2	2	1	2	1
MMD	1	1	2	2	1
DHX33	2	2	1	2	2
DERL2;MIS12	1	2	1	1	2
TMEM100	0	2	2	0	1
PCTP	1	1	2	2	1
NOG	0	1	2	2	1
NLRP1	1	1	1	2	2
C17orf67;DGKE	2	1	2	2	2
TRIM25	2	1	2	2	2
COIL	2	1	2	2	1
SCPEP1	2	1	2	2	1
AKAP1	1	1	2	2	2
MSI2	1	1	2	1	1
MRPS23	1	1	1	2	1
CUEDC1	1	1	1	2	1
VEZF1	1	1	1	2	1
SRSF1	1	1	1	2	1
DYNLL2	2	1	2	2	1
EPX	0	0	0	0	1
MKS1	1	1	1	2	1
LPO	1	0	0	0	1
MPO	0	0	0	0	1
SUPT4H1	1	1	1	1	1
RNF43	1	1	0	1	1
HSF5	0	0	1	0	0
MTMR4	1	1	1	1	1
SEPT4	1	0	1	2	1
RAD51C;TEX14	2	1	1	1	1
PPM1E	1	1	1	1	1
TRIM37	2	1	1	1	1
PRR11;SKA2	2	1	1	1	1
SMG8	2	1	2	1	1
GDPD1	2	1	2	1	1
YPEL2	1	1	2	1	1
DHX40	1	1	2	1	1
CLTC	1	1	2	1	1
PTRH2;VMP1	1	1	2	1	1
RPS6KB1;TUBD1	1	1	2	1	1
RNFT1	1	1	2	1	1
HEATR6	1	1	2	1	1
CA4	1	1	2	0	0
USP32	1	1	2	2	1
APPBP2	1	1	2	2	1
PPM1D	2	1	2	1	1
BCAS3	2	1	2	2	1
TBX2	2	2	2	2	2
TBX4	2	2	2	2	2
NACA2	2	1	2	2	2
WSCD1	0	2	2	0	0
BRIP1	1	1	1	1	1
INTS2	2	2	2	2	1
MED13	1	1	2	2	1
MRC2	2	1	2	1	1
MARCH10	0	0	0	0	1
VPS53	2	1	2	1	1
CYB561	1	1	2	1	1
ACE	0	0	2	0	1
DCAF7	1	1	1	1	1
TACO1	2	1	1	1	1
MAP3K3	2	1	1	1	1
LIMD2	2	1	1	1	1
STRADA	1	1	1	1	1
CCDC47;DDX42	1	1	1	1	1
FTSJ3;PSMC5	1	1	1	1	1
SMARCD2	2	1	1	1	1
CSHL1	0	1	0	0	0
CD79B	2	0	0	0	1
ICAM2	1	1	1	1	1
ERN1	1	1	1	1	1
TEX2	1	1	1	1	1
POLG2	1	1	1	1	1
CEP95;DDX5	1	1	1	1	1
SMURF2	1	1	1	1	1
FAM57A	2	1	2	1	1
GNA13	2	1	1	1	1
RGS9	2	1	0	1	2
FAM64A	1	2	2	1	2
AXIN2	2	2	2	2	2
CEP112	2	1	1	2	1
APOH	2	2	0	0	0
PRKCA	2	1	2	2	1
PITPNM3	0	2	2	1	0
CACNG4	1	0	0	2	0
GEMIN4	2	1	2	1	1
HELZ	1	1	1	2	1
PSMD12	1	1	1	2	1
PITPNC1	1	1	1	2	1
KIAA0753;TXNDC17	1	1	1	1	1
C17orf100;MED31	1	2	2	1	2
NOL11	1	1	1	2	1
BPTF	2	1	1	2	1
C17orf58	2	1	1	1	1
KPNA2	2	1	1	1	1
SLC13A5	0	0	0	1	0
AMZ2	2	1	1	2	1
ARSG	2	1	2	2	1
SLC16A6	2	1	2	2	1
PRKAR1A	2	1	1	2	1
WIPI1	2	1	1	2	1
XAF1	1	2	2	1	2
ABCA8	0	1	2	0	1
ABCA9	0	0	2	0	0
ABCA6	0	0	1	0	1
ABCA5	2	1	1	1	1
MAP2K6	2	1	1	0	2
GLOD4	2	1	2	1	1
KCNJ16	0	1	0	0	0
KCNJ2	2	1	1	1	1
ALOX12	0	0	0	1	0
C17orf49;RNASEK	1	1	2	1	1
BCL6B	1	1	2	2	2
SLC16A13	1	1	2	1	2
SLC16A11	1	1	2	1	2
CLEC10A	0	0	2	0	2
ASGR2	0	0	0	0	2
SOX9	2	2	2	2	2
SLC39A11	1	1	1	2	2
SSTR2	2	0	0	0	2
COG1	2	2	1	2	2
ACADVL;DLG4	1	1	2	1	2
C17orf80;FAM104A	2	1	2	1	2
DVL2	1	1	1	1	2
CDC42EP4	2	1	1	2	2
GABARAP;PHF23	1	1	1	1	1
CTDNEP1;ELP5	1	1	1	1	1
CLDN7	0	1	2	1	2
SLC2A4	1	1	1	1	2
YBX2	0	1	0	1	2
EIF5A;GPS2	1	1	1	1	1
RPL38	2	1	2	2	2
TTYH2	2	1	2	2	2
ACAP1;NEURL4	1	1	1	1	1
KIF19	1	0	1	0	2
GPRC5C	0	1	0	2	2
CD300A	1	0	0	0	2
KCTD11	1	1	1	1	1
CD300LB	1	0	0	0	2
CD300C	1	1	0	0	1
RAB37	1	2	0	0	2
CD300LF	0	0	0	0	2
SLC9A3R1	1	1	1	1	1
NAT9;TMEM104	1	1	1	1	1
TNK1	0	1	0	1	1
FDXR	1	1	2	1	1
FADS6	0	0	0	0	2
USH1G	1	0	0	1	1
HID1	1	1	1	1	1
CDR2L	1	1	1	1	1
TMEM256;TMEM256-PLSCR3	1	1	1	1	1
ICT1	1	1	1	1	1
KCTD2	1	1	1	1	1
ATP5H	1	1	1	1	1
SLC16A5	1	1	1	1	1
ARMC7	1	1	1	1	1
NT5C	1	1	1	1	1
HN1	1	1	1	1	1
SUMO2	1	1	1	1	1
NUP85	1	1	1	1	1
GGA3;MRPS7	1	1	1	1	1
MIF4GD	1	1	1	1	1
SLC25A19	2	1	1	1	1
TMEM102	1	1	1	1	1
CHRNB1;FGF11	1	1	1	1	1
GRB2	2	1	1	1	1
CASKIN2;TSEN54	1	1	1	2	1
LLGL2	2	1	1	2	1
SMIM5	0	1	0	0	0
SMIM6	2	1	1	0	2
RECQL5;SAP30BP	2	1	1	1	1
ITGB4	1	1	1	2	1
GALK1	1	1	1	1	1
H3F3B	1	1	1	1	1
UNK	1	1	1	1	1
POLR2A;ZBTB4	1	1	1	1	1
UNC13D	1	1	1	1	1
WBP2	1	1	1	1	1
TRIM47	1	1	1	1	1
TRIM65	1	1	1	1	1
MRPL38	1	1	1	1	1
FBF1	1	1	1	1	1
ACOX1;TEN1	1	1	1	1	1
EVPL	0	1	0	1	1
SRP68	1	1	1	1	1
EXOC7	1	1	1	1	1
FOXJ1	2	1	2	2	1
RNF157	1	1	1	0	2
UBALD2	1	1	1	2	1
PRPSAP1	1	1	2	2	1
SPHK1	1	1	1	1	1
UBE2O	1	1	2	1	1
RHBDF2	1	1	2	1	1
TNFSF12;TNFSF12-TNFSF13	1	1	1	1	1
PRCD	0	0	0	0	2
CYGB	0	0	2	1	0
ST6GALNAC2	1	1	2	1	1
SENP3;TNFSF13	1	1	1	1	1
ST6GALNAC1	0	1	1	1	1
EIF4A1	1	1	1	1	1
MXRA7	2	1	1	1	2
JMJD6;METTL23	2	1	2	1	1
MFSD11;SRSF2	2	1	2	2	1
CD68;MPDU1	1	1	1	1	1
MGAT5B	0	1	1	1	2
SOX15	2	1	2	1	2
SEC14L1	2	1	1	1	1
FXR2;SHBG	1	1	1	1	1
SEPT9	2	1	2	2	2
SAT2	1	1	1	1	1
ATP1B2	1	1	1	1	1
WRAP53	1	1	1	1	1
FLJ45079	2	0	0	0	1
TP53	1	1	1	1	1
EFNB3	0	1	1	1	0
TNRC6C	2	1	2	1	1
TMC6;TMC8	1	2	2	1	1
C17orf99	0	0	0	0	1
SYNGR2	1	2	2	1	1
AFMID;TK1	1	2	2	1	1
BIRC5	1	2	2	1	1
TMEM235	0	0	2	0	0
SOCS3	1	1	2	1	1
PGS1	1	1	2	1	1
CYTH1	2	1	1	1	1
USP36	2	1	2	1	1
TIMP2	2	1	1	2	1
LGALS3BP	2	1	2	2	1
CANT1	2	1	1	2	1
C1QTNF1	2	0	2	1	1
ENGASE	2	1	1	2	1
KDM6B	1	1	0	0	0
TMEM88	0	0	1	0	1
CYB5D1;NAA38	1	2	1	1	1
CBX2	2	1	1	1	1
CBX8	2	1	1	1	2
CHD3	0	0	1	1	1
CBX4	2	1	1	1	1
TBC1D16	0	1	1	1	1
CCDC40	0	1	1	1	1
GAA	2	1	1	1	1
EIF4A3	2	1	1	1	1
CARD14	0	1	0	0	0
SGSH;SLC26A11	2	1	1	1	1
RNF213	2	1	1	1	1
CNTROB;TRAPPC1	1	1	1	1	1
ENDOV	2	1	1	1	1
NPTX1	2	1	0	0	0
RPTOR	2	1	1	1	2
CHMP6	2	1	1	1	1
GUCY2D	0	0	0	0	1
BAIAP2	2	1	1	1	1
AATK	0	0	1	0	2
C17orf89;ENTHD2	2	1	1	2	1
SLC38A10	1	1	1	1	1
TMEM105	0	1	0	1	0
ALOX15B	0	0	0	1	0
ACTG1	2	1	1	1	1
NPLOC4;TSPAN10	2	1	1	2	2
PDE6G	2	0	1	0	2
CCDC137;OXLD1	2	1	2	2	1
ARL16;HGS	2	1	1	2	2
MRPL12;SLC25A10	2	1	1	1	1
GCGR	2	0	0	0	0
PPP1R27	0	1	0	0	1
P4HB	2	1	2	2	1
ARHGDIA	1	1	1	1	1
ALYREF;ANAPC11	1	1	1	1	1
NPB	2	0	1	2	1
PCYT2	2	1	1	2	1
SIRT7	2	1	1	1	1
MAFG	2	1	1	2	1
PYCR1	2	1	1	2	1
ALOX12B	0	1	0	1	0
MYADML2	2	1	0	0	0
NOTUM	1	0	0	0	1
ASPSCR1	2	1	1	1	1
LRRC45;RAC3;STRA13	2	1	2	1	1
DCXR	2	1	2	1	1
GPS1;RFNG	1	1	2	1	1
DUS1L	2	1	1	1	1
FASN	1	1	1	1	1
CCDC57	1	1	1	1	1
SLC16A3	1	1	1	1	1
HES7;ALOXE3	1	1	1	1	1
CSNK1D	1	1	1	1	1
CD7	1	1	0	1	1
SECTM1	0	1	1	1	1
TEX19	1	1	1	0	1
HEXDC;OGFOD3	1	1	1	1	1
C17orf62	1	1	1	1	1
NARF	1	1	1	1	1
FOXK2	2	2	1	1	1
PER1	1	1	1	1	1
VAMP2	1	1	1	1	1
WDR45B	2	1	1	1	1
RAB40B	1	1	1	1	1
FN3KRP	1	1	1	1	1
FN3K	0	0	1	1	1
TMEM107	1	1	1	1	1
TBCD	1	1	1	1	1
B3GNTL1	1	1	1	1	1
METRNL	1	1	1	1	1
AURKB	1	1	1	1	1
CTC1;PFAS	1	1	1	1	1
RANGRF;SLC25A35	1	1	1	1	1
ARHGEF15	0	0	1	0	0
RPL26	1	1	2	1	1
RNF222	0	0	0	1	0
NDEL1	1	1	2	1	1
MYH10	1	1	2	1	1
PIK3R6	1	1	0	0	1
NXN	2	1	2	1	1
PIK3R5	1	0	0	0	1
NTN1	1	2	0	2	1
TIMM22	2	1	2	1	1
STX8	2	1	2	2	2
USP43	0	1	0	2	2
RCVRN	0	2	0	0	0
APCDD1	0	0	1	2	0
NAPG	2	1	1	1	1
GNAL	0	1	1	1	1
CHMP1B	1	1	1	2	1
MPPE1	1	1	1	2	1
IMPA2	2	1	1	2	1
ANKRD62	0	0	0	0	2
CIDEA	0	1	1	1	0
TUBB6	1	1	1	1	1
AFG3L2	1	1	1	1	2
SPIRE1	1	1	1	1	2
CEP76	1	1	1	1	2
PTPN2	1	1	1	1	1
SEH1L	1	1	1	1	1
CEP192	1	1	1	1	1
LDLRAD4	1	1	1	0	1
FAM210A;RNMT	1	1	1	2	1
MC2R	0	0	0	0	2
ZNF519	1	1	2	1	1
USP14	1	2	1	2	1
ROCK1	2	1	1	2	2
GREB1L	0	1	2	2	0
ESCO1	2	1	1	2	2
SNRPD1	1	1	1	2	1
ABHD3	2	1	1	2	1
MIB1	2	1	2	2	2
GATA6	2	1	1	2	2
RBBP8	1	1	1	1	1
CABLES1	1	1	1	0	1
TMEM241	1	1	1	2	1
RIOK3	1	1	1	2	1
C18orf8	1	1	1	1	1
NPC1	1	1	1	1	1
ANKRD29	1	1	1	1	1
LAMA3	0	1	1	1	1
TTC39C	1	1	1	2	2
CABYR	2	1	1	1	2
OSBPL1A	0	2	1	2	1
IMPACT	0	1	1	2	1
HRH4	0	0	0	0	2
ZNF521	0	0	1	2	1
SS18	2	1	1	1	1
TAF4B	1	1	1	2	1
KCTD1	1	1	2	2	2
AQP4	2	1	0	0	0
CHST9	2	0	0	0	0
METTL4;NDC80	1	1	1	1	1
CDH2	0	2	2	2	2
THOC1	1	1	1	1	1
SMCHD1	1	1	1	1	1
EMILIN2	1	0	1	0	1
DSC3	0	2	0	1	0
DSC2	0	1	1	1	2
DSC1	0	0	0	1	0
DSG1	0	0	0	1	0
DSG3	0	1	0	1	0
DSG2	1	1	0	1	2
TTR	1	0	0	0	1
B4GALT6	1	1	2	1	2
SLC25A52	0	0	1	2	1
TRAPPC8	1	1	1	1	1
RNF125	1	1	2	1	2
RNF138	1	1	1	1	1
LPIN2	1	1	1	2	1
DTNA	2	1	1	2	1
MYOM1	0	0	0	0	1
MYL12A	1	1	1	2	1
MAPRE2	2	1	1	1	1
MYL12B	1	1	1	2	1
ZNF397	1	1	1	2	1
ZSCAN30	2	1	1	2	1
ZNF24	1	1	1	2	1
ZNF396	1	1	1	1	1
INO80C	2	1	1	1	1
GALNT1	2	1	1	1	1
RPRD1A	1	1	2	1	1
ELP2;SLC39A6	2	1	1	2	1
MOCOS	2	1	2	2	1
FHOD3	2	1	2	2	1
TGIF1	1	1	1	1	1
KIAA1328;TPGS2	2	1	2	2	1
CELF4	2	1	1	0	0
PIK3C3	1	1	1	1	1
SETBP1	2	2	1	2	2
SLC14A2	1	1	0	0	0
SLC14A1	0	2	0	0	2
SIGLEC15	1	2	0	0	1
EPG5	1	1	1	2	1
PSTPIP2	1	1	1	2	1
ATP5A1;HAUS1	1	1	1	2	1
C18orf25	1	1	1	2	1
RNF165	0	1	0	2	1
LOXHD1	0	0	0	2	2
DLGAP1	1	1	2	1	0
PIAS2	2	2	2	1	2
KATNAL2	2	1	2	1	2
HDHD2	1	1	1	2	1
IER3IP1	2	1	2	2	2
SMAD2	1	1	1	1	1
ZBTB7C	2	1	2	1	2
CTIF	1	2	1	1	1
SMAD7	1	1	0	1	2
DYM	1	1	1	2	1
C18orf32;RPL17;RPL17-C18orf32	1	2	1	1	1
LIPG	0	0	1	1	1
ACAA2	1	1	1	1	2
MYO5B	1	1	0	1	0
MBD1	1	1	1	1	2
CXXC1	1	1	1	1	2
SKA1	1	1	1	1	2
MAPK4	0	1	0	1	0
MRO	0	1	0	0	0
ME2	2	2	2	1	1
ELAC1	2	1	1	1	1
SMAD4	1	1	1	1	1
MEX3C	2	2	2	1	1
DCC	0	0	0	1	0
COLEC12	0	0	1	0	0
MBD2	2	1	2	2	2
POLI	1	2	1	2	1
STARD6	1	1	1	0	2
RAB27B	0	1	2	2	1
CCDC68	1	1	1	2	2
ZBTB14	1	2	1	2	1
TCF4	1	2	1	1	2
TXNL1	1	2	1	1	2
WDR7	1	2	1	1	2
ONECUT2	2	1	2	2	1
FECH	1	1	1	1	1
NARS	1	1	1	1	1
ATP8B1	1	2	1	1	1
NEDD4L	1	2	1	1	1
EPB41L3	2	1	1	2	1
MALT1	1	1	1	1	1
ZNF532	1	1	1	1	2
SEC11C	1	1	1	1	1
RAX	2	2	2	2	2
CCBE1	0	0	1	1	0
PMAIP1	1	1	1	1	1
CETN1	0	0	0	0	1
TMEM200C	0	2	1	0	0
CLUL1	2	2	1	0	1
RNF152	0	2	1	1	1
KIAA1468;PIGN	1	2	1	1	1
TNFRSF11A	1	2	1	1	1
ZCCHC2	1	2	1	1	1
PHLPP1	1	2	1	1	1
BCL2	1	1	1	1	1
KDSR	1	1	1	1	1
VPS4B	1	1	1	1	1
SERPINB5	0	1	0	1	1
SERPINB13	0	0	0	1	0
SERPINB4	0	1	0	1	1
SERPINB3	0	1	0	1	1
SERPINB7	0	1	0	1	0
SERPINB2	1	1	1	1	1
SERPINB10	1	1	0	1	1
HMSD	2	2	2	1	2
SERPINB8	2	1	2	1	2
CDH7	0	0	0	0	1
L3MBTL4	1	2	2	2	0
CDH19	0	0	0	1	0
TYMS	1	1	1	1	1
DSEL	0	2	2	2	2
CCDC102B;TMX3	2	2	1	1	1
DOK6	0	0	2	0	2
CD226	1	0	0	0	1
RTTN	1	2	1	2	1
SOCS6	1	2	1	2	1
ARHGAP28	0	2	1	2	2
CBLN2	2	1	1	0	0
NETO1	2	0	0	2	0
ENOSF1	1	1	1	1	1
LAMA1	2	2	0	1	0
TIMM21;FBXO15	1	2	1	2	1
CYB5A	1	2	1	2	1
FAM69C	0	0	0	1	0
CNDP2	1	2	1	1	1
ZNF407	2	2	1	1	1
TSHZ1;ZADH2	1	2	1	1	1
ZNF516	1	0	1	1	2
MBP	1	2	1	1	1
PTPRM	1	2	1	1	2
ATP9B	1	2	1	1	1
NFATC1	2	2	2	1	1
CTDP1	1	2	2	1	1
PQLC1	1	2	2	1	1
HSBP1L1	0	2	2	1	1
RBFA;TXNL4A	1	2	2	1	1
ADNP2	2	2	1	1	2
PARD6G	2	2	2	2	1
YES1	1	1	1	1	1
RAB12	1	1	1	1	1
ADCYAP1	0	0	0	0	1
NDUFV2	1	1	1	1	1
ANKRD12	1	1	1	1	1
TWSG1	1	1	1	1	1
RALBP1	1	1	1	1	1
PPP4R1	2	1	1	1	1
RAB31	0	1	1	1	1
TXNDC2	0	0	0	0	1
VAPA	2	1	1	1	1
OLFM2	1	0	1	2	0
COL5A3	1	1	1	2	0
C19orf66	1	1	1	2	1
CNN2;TMEM259	1	1	1	1	1
ANGPTL6;PPAN;PPAN-P2RY11	1	1	1	1	1
P2RY11	1	1	0	0	1
EIF3G	1	1	1	2	1
DNMT1	1	1	1	2	1
S1PR2	1	1	1	2	1
MRPL4	1	1	1	2	1
ICAM1	1	1	1	2	1
ICAM4	1	0	1	2	1
ABCA7	1	1	1	1	1
ICAM5	1	1	0	2	1
FDX1L	1	1	1	2	1
RAVER1	1	1	1	2	1
ICAM3	1	1	1	0	1
TYK2	1	1	1	2	1
CDC37	1	1	1	2	1
PDE4A	1	1	1	1	1
HMHA1	1	1	1	1	1
KEAP1	1	1	1	2	1
S1PR5	0	1	0	1	2
ATG4D	1	1	1	2	1
CDKN2D;KRI1	1	1	1	2	1
AP1M2	0	0	0	2	0
SLC44A2	1	1	1	1	1
ILF3	2	1	1	1	1
QTRT1	1	1	1	1	1
DNM2	2	1	1	1	1
POLR2E	1	1	1	1	1
TMED1	1	1	2	1	1
C19orf38	1	1	2	1	2
CARM1	1	1	1	1	1
GPX4	1	1	1	1	1
C19orf52;YIPF2	1	1	1	1	1
SMARCA4	1	1	1	1	1
LDLR	1	1	1	1	1
SPC24	1	1	2	1	1
KANK2	1	2	2	1	1
DOCK6	1	1	1	1	1
CCDC159;RAB3D;TMEM205	1	2	1	1	1
SWSAP1	1	1	2	1	1
EPOR	1	1	1	1	1
RGL3	0	1	1	0	1
CCDC151;PRKCSH	1	1	1	1	1
ELAVL3	1	0	0	0	0
ZNF653	1	1	1	1	1
ECSIT	1	1	1	1	1
CNN1	1	1	0	2	1
ELOF1	1	1	1	1	1
ACP5	1	1	1	1	1
SBNO2	1	1	1	1	1
ZNF627	1	1	1	1	2
ZNF823	1	2	2	2	1
ZNF441	1	1	2	1	2
ZNF491	1	1	1	2	2
ZNF440	1	1	2	1	1
ZNF69	0	2	1	2	1
STK11	1	0	1	1	1
ZNF700	1	1	2	2	1
ZNF763	1	1	2	2	1
ZNF433	1	2	2	2	2
ZNF844	2	1	2	1	2
ZNF788	2	2	2	2	2
ZNF20	2	1	1	2	2
ZNF625	2	2	2	1	2
ZNF136	2	1	2	2	2
ATP5D;MIDN	1	2	1	1	1
ZNF44	1	1	1	2	1
ZNF563	1	2	1	1	1
ZNF442	1	2	1	2	1
ZNF799	1	1	1	2	1
ZNF443	1	1	1	2	1
ZNF709	1	2	1	2	1
CIRBP	1	1	1	1	1
ZNF564	1	1	1	2	1
C19orf24	1	1	1	1	1
ZNF490;ZNF791	1	1	1	1	1
MAN2B1;WDR83	1	1	1	1	1
DHPS	1	1	1	1	1
EFNA2	0	1	0	0	0
FBXW9	1	1	1	1	1
TNPO2	1	1	1	1	1
ASNA1;C19orf43	1	1	1	1	1
BEST2	0	0	0	1	0
HOOK2	1	1	1	1	1
JUNB	1	1	1	1	1
PRDX2;RNASEH2A	1	1	1	1	1
MAST1;RTBDN	1	1	1	1	1
DNASE2;KLF1	1	1	1	1	1
GCDH	1	1	1	1	1
SYCE2	1	1	1	0	1
CALR;FARSA	1	1	1	1	1
RAD23A	1	1	1	1	1
GADD45GIP1	1	1	1	1	1
NFIX	1	1	1	1	1
LYL1	1	1	1	1	1
NACC1;TRMT1	1	1	1	1	1
IER2;STX10	1	1	1	1	1
MUM1	1	1	1	1	1
CACNA1A	0	0	0	1	0
NDUFS7	1	1	1	1	1
CCDC130	1	2	1	1	1
MRI1	1	2	1	1	1
C19orf53	1	2	1	1	1
ZSWIM4	1	2	1	1	1
DAZAP1;GAMT	1	1	1	1	1
C19orf57;CC2D1A	1	1	1	1	1
DCAF15;PODNL1	1	2	1	1	1
RFX1	1	1	1	1	1
IL27RA	1	1	1	1	1
